"res-5zx6ot href","res-aogzfy","res-inoga3 href","res-1mkhkpt src","res-1j9e5pd href","res-ewgtgq","res-ewgtgq 2","res-du9bhi","res-1bl90s9","res-7axup0","res-7lz8jh","res-7axup0 2","res-7lz8jh 2","res-7axup0 3","res-7lz8jh 5","res-7axup0 6","res-9lmmub","res-du9bhi 2","res-1jn70yv","res-kjzl78","res-kjzl78 2","res-kjzl78 3","res-kjzl78 4","text-snippet-expand-button"
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/iabg-industrieanlagen-betriebsgesellschaft-mbh-42217/jobs","https://www.stepstone.de/upload_DE/logo/I/logoIABG_Industrieanlagen_-_Betriebsgesellschaft_mbH_42217DE.gif?im=Resize=(56,56)","https://www.stepstone.de/stellenangebote--Software-Engineer-Java-Cloud-Microservices-m-w-d-Ottobrunn-bei-Muenchen-IABG-Industrieanlagen-Betriebsgesellschaft-mbH--13940485-inline.html","Software Engineer – Java, Cloud & Microservices (m/w/d)","IABG Industrieanlagen - Betriebsgesellschaft mbH","Ottobrunn bei München","53.000 - 84.000 €/Jahr  (geschätzt für Vollzeit)","Informatik","|","Englisch","","","|","Deutsch","vor 4 Tagen","Teilweise Home-Office","","","","","",""
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/kassen%c3%a4rztliche-vereinigung-bayerns-kvb-19491/jobs","https://www.stepstone.de/upload_DE/logo/D/logoKassenaerztliche-Vereinigung-Bayerns-19491DE.gif?im=Resize=(56,56)","https://www.stepstone.de/stellenangebote--Anwendungsentwickler-m-w-d-IT-Security-DevSecOps-Architekt-in-Teilzeit-Augsburg-Muenchen-Kassenaerztliche-Vereinigung-Bayerns-KVB--11662172-inline.html","Anwendungsentwickler (m/w/d) IT-Security / DevSecOps-Architekt in Teilzeit","Kassenärztliche Vereinigung Bayerns (KVB)","Augsburg, München","54.000 - 92.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","","","vor 3 Tagen","Teilweise Home-Office","Schnelle Bewerbung","Um diesen Bereich zu unterstützen, suchen wir Dich in Teilzeit (25 Std./ Woche) am Standort München oder Augsburg als  (m/w/d) IT-Security / DevSecOps-Architekt. * Substantielle Erfahrung in der Entwicklung (webbasierter) Java-","Anwendungsentwickler","Softwaresysteme","","mehr"
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/adesso-se-7420/jobs","https://www.stepstone.de/upload_DE/logo/A/logoadesso-AG-7420DE.gif?im=Resize=(56,56)","https://www.stepstone.de/stellenangebote--Software-Engineer-Enterprise-Search-all-genders-Berlin-Hamburg-Muenchen-Koeln-Frankfurt-Stuttgart-Leipzig-Dortmund-adesso-SE--13949404-inline.html","Software Engineer Enterprise Search (all genders)","adesso SE","Berlin, Hamburg, München, Köln, Frankfurt, Stuttgart, Leipzig, Dortmund","47.000 - 79.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","","","vor 4 Tagen","Teilweise Home-Office","Anschreiben nicht erforderlich","Ausbildung: Du hast ein abgeschlossenes Studium der Informatik,  oder ähnlicher Fachrichtungen.","Softwaretechnik","","","mehr"
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/hamilton-medical-315337/jobs","https://www.stepstone.de/upload_DE/logo/A/logoHamilton-Medical-315337DE-2302021627.gif?im=Resize=(56,56)","https://www.stepstone.de/stellenangebote--Senior-Software-Engineer-80-100-w-m-d-Muenchen-Hamilton-Medical--13955527-inline.html","Senior Software Engineer 80 ‑ 100 % (w/m/d)","Hamilton Medical","München","","Informatik","|","Englisch","|","Python","|","C++","vor 1 Tag","","","","","","",""
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/check24-112642/jobs","https://www.stepstone.de/upload_DE/logo/A/logoCHECK24-112642DE-2505151129.gif?im=Resize=(56,56)","https://www.stepstone.de/stellenangebote--Lead-Software-Engineer-m-w-d-Search-GenAI-Muenchen-CHECK24--13811078-inline.html","Lead Software Engineer (m/w/d) – Search & GenAI","CHECK24","München","90.000 - 120.000 €/Jahr  (geschätzt für Vollzeit)","Englisch","|","Python","","","|","Deutsch","vor 5 Tagen","","","","","","",""
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/rohde-%26-schwarz-gmbh-%26-co-kg-31586/jobs","https://www.stepstone.de/upload_DE/logo/C/logoRohde-Schwarz-GmbH-Co-KG-31586DE-2109241342.gif?im=Resize=(56,56)","https://www.stepstone.de/stellenangebote--Embedded-Software-Developer-Security-Protocol-m-w-d-Muenchen-Rohde-Schwarz-GmbH-Co-KG--13368018-inline.html","Embedded Software Developer - Security Protocol (m/w/d)","Rohde & Schwarz GmbH & Co. KG","München","74.000 - 98.000 €/Jahr  (geschätzt für Vollzeit)","Informatik","|","Englisch","|","Deutsch","|","C++","vor 2 Tagen","Teilweise Home-Office","","","","","",""
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/adesso-se-7420/jobs","https://www.stepstone.de/upload_DE/logo/A/logoadesso-AG-7420DE.gif?im=Resize=(56,56)","https://www.stepstone.de/stellenangebote--Senior-Software-Engineer-Java-all-genders-Berlin-Hamburg-Muenchen-Koeln-Frankfurt-Stuttgart-Leipzig-Duesseldorf-Essen-Paderborn-Muenster-adesso-SE--13949438-inline.html","Senior Software Engineer Java (all genders)","adesso SE","Berlin, Hamburg, München, Köln, Frankfurt, Stuttgart, Leipzig, Düsseldorf, Essen, Paderborn, Münster","56.000 - 91.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","","","vor 3 Tagen","Teilweise Home-Office","Anschreiben nicht erforderlich","Konzeption: Du übernimmst Verantwortung für Design und Umsetzung moderner Java-","Softwarelösungen.","","",""
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/kare-design-gmbh-45795/jobs","https://www.stepstone.de/upload_DE/logo/2/logoKARE-Design-GmbH-45795DE-2108260942.gif?im=Resize=(56,56)","https://www.stepstone.de/stellenangebote--Anwendungsentwickler-w-m-d-ABAS-ERP-System-Garching-bei-Muenchen-KARE-Design-GmbH--13529152-inline.html","Anwendungsentwickler (w/m/d) ABAS ERP-System","KARE Design GmbH","Garching bei München","36.000 - 50.000 €/Jahr  (geschätzt für Vollzeit)","Informatik","|","Englisch","|","Deutsch","|","Kommunikation","vor 18 Stunden","Teilweise Home-Office","","","","","",""
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/adesso-se-7420/jobs","https://www.stepstone.de/upload_DE/logo/A/logoadesso-AG-7420DE.gif?im=Resize=(56,56)","https://www.stepstone.de/stellenangebote--Software-Engineer-Anwendungsperformance-Management-all-genders-Berlin-Hamburg-Muenchen-Koeln-Frankfurt-Stuttgart-Leipzig-Dortmund-adesso-SE--13949420-inline.html","Software Engineer Anwendungsperformance Management (all genders)","adesso SE","Berlin, Hamburg, München, Köln, Frankfurt, Stuttgart, Leipzig, Dortmund","53.000 - 89.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","","","vor 4 Tagen","Teilweise Home-Office","Anschreiben nicht erforderlich","adesso SE * Berlin, Hamburg, München, Köln, Frankfurt, Stuttgart, Leipzig, Dortmund * Feste Anstellung * Homeoffice möglich, Vollzeit - Sei einer der ersten Bewerber - Anschreiben nicht erforderlich - adesso steht für digitale Exzellenz – und damit auch für vielfältige Entwicklungsmöglichkeiten für alle adessi. Wir wachsen gemeinsam und lernen voneinander: in anspruchsvollen Projekten, interdisziplinären Teams und mit zielgerichteten Trainingsangeboten. Wir haben IT im Herzen und den Erfolg unserer Kunden im Fokus. Als Treiber der KI-Transformation verbinden wir Mut zur Veränderung mit technologischer Expertise und zukunftsfähigen Strategien. Was uns stark macht, sind unsere adessi, die etwas bewegen wollen und das einfach machen. Dieses Handeln lebt von unserer Kultur, die auf Offenheit, Verantwortungsübernahme und gemeinsamen Erfolgen basiert.","","","","mehr"
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/atruvia-ag-275261/jobs","https://www.stepstone.de/upload_DE/logo/B/logoAtruvia-AG-275261DE-2108260917.gif?im=Resize=(56,56)","https://www.stepstone.de/stellenangebote--Solution-Architect-und-Software-Engineer-Krypto-m-w-d-OMCCIA-Karlsruhe-76227-Muenster-48163-Aschheim-85609-Atruvia-AG--13955928-inline.html","Solution Architect und Software Engineer Krypto (m/w/d) | OMCCIA","Atruvia AG","Karlsruhe (76227), Münster (48163), Aschheim (85609)","79.000 - 113.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","","","vor 18 Stunden","Teilweise Home-Office","Anschreiben nicht erforderlich","Für unser Geschäftsfeld Omnichannel im Tribe Content, Individualisierung und Apps suchen wir dich in Vollzeit als Solution Architect/ (m/w/d) in Karlsuhe, Aschheim bzw. Münster.","Software Engineer","","","mehr"
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/adesso-insurance-solutions-gmbh-153720/jobs","https://www.stepstone.de/upload_DE/logo/A/logoadesso-insurance-solutions-GmbH-153720DE.gif?im=Resize=(56,56)","https://www.stepstone.de/stellenangebote--DevOps-Engineer-all-genders-Duesseldorf-Koeln-Frankfurt-Essen-Hamburg-Muenchen-weitere-Standorte-in-DE-adesso-insurance-solutions-GmbH--13949088-inline.html","DevOps Engineer (all genders)","adesso insurance solutions GmbH","Düsseldorf, Köln, Frankfurt, Essen, Hamburg, München, weitere Standorte in DE","61.000 - 90.000 €/Jahr  (geschätzt für Vollzeit)","SQL","|","DevOps Entwicklung","|","Kommunikation","|","Deutsch","vor 3 Tagen","Teilweise Home-Office","","","","","",""
"[object Object]","Passt weniger","https://www.stepstone.de/cmp/de/deutsche-kautionskasse-ag-418066/jobs","https://recruit.stepstone.com/media-library/logo/2173a966-301b-440a-9ce3-aca340161f75.png?im=Resize=(56,56)","https://www.stepstone.de/stellenangebote--Senior-DevOps-Engineer-Backend-Entwickler-m-w-d-Starnberg-Deutsche-Kautionskasse-AG--13889070-inline.html","Senior DevOps-Engineer / Backend-Entwickler (m/w/d)","Deutsche Kautionskasse  AG","Starnberg","54.000 - 83.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","","","vor 2 Tagen","Teilweise Home-Office","Schnelle Bewerbung","Wir suchen einen erfahrenen, motivierten, führungserfahrenen DevOps- (m/w/d) mit Kenntnissen auch in den Backend-Entwicklung zur Weiterentwicklung unser microservice-orientierten, containerbasierten Web-Plattform als Schnittstelle zwischen unserem agilen Entwicklungsteam und der IT-Infrastruktur. Vertrautheit mit modernen  Stacks (Microservices, relationale und nicht-relationale Datenbanken, API's, CI/CD-Pipelines)","Engineer","Software","","mehr"
"[object Object]","Passt weniger","https://www.stepstone.de/cmp/de/sbk-siemens-betriebskrankenkasse-38227/jobs","","https://www.stepstone.de/stellenangebote--Applikationsexperte-m-w-d-IT-Betrieb-Berlin-Leipzig-Muenchen-SBK-Siemens-Betriebskrankenkasse--13864521-inline.html","Applikationsexperte (m/w/d) IT-Betrieb","SBK Siemens-Betriebskrankenkasse","Berlin, Leipzig, München","64.000 - 85.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","","Deutsch","vor 6 Tagen","Teilweise Home-Office","","","","","",""
"[object Object]","Passt weniger","https://www.stepstone.de/cmp/de/adesso-business-consulting-ag-177160/jobs","","https://www.stepstone.de/stellenangebote--Software-Developer-SAP-CRM-Utilities-all-genders-Jena-Muenchen-Dresden-Goettingen-Leipzig-adesso-business-consulting-AG--13949317-inline.html","Software Developer SAP CRM Utilities (all genders)","adesso business consulting AG","Jena, München, Dresden, Göttingen, Leipzig","52.000 - 88.000 €/Jahr  (geschätzt für Vollzeit)","Englisch","","","","","|","Deutsch","vor 4 Tagen","Teilweise Home-Office","","","","","",""
"[object Object]","Passt weniger","https://www.stepstone.de/cmp/de/sysmex-deutschland-gmbh-24336/jobs","","https://www.stepstone.de/stellenangebote--MTL-MTLA-als-Applikationsspezialist-w-m-x-Labordiagnostik-im-Grossraum-Muenchen-Muenchen-Sysmex-Deutschland-GmbH--13888351-inline.html","MTL / MTLA als Applikationsspezialist (w/m/x) Labordiagnostik im Großraum München","Sysmex Deutschland GmbH","München","37.000 - 81.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","","","vor 2 Tagen","Teilweise Home-Office","Schnelle Bewerbung","Kommen Sie zu uns als MTL / MTLA als  (w/m/x) Labordiagnostik im Großraum München","Applikationsspezialist","","",""
"[object Object]","Passt hervorragend","https://www.stepstone.de/cmp/de/ingenics-digital-gmbh-115971/jobs","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","https://www.stepstone.de/stellenangebote--Softwareentwickler-gn-C-C-Graefelfing-bei-Muenchen-Ingenics-Digital-GmbH--13809479-inline.html","Softwareentwickler (gn) C# / C++","Ingenics Digital GmbH","Gräfelfing bei München","60.000 - 80.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","","","vor 4 Tagen","Teilweise Home-Office","Schnelle Bewerbung","leidenschaft und wenn du dich darin wiederfindest, dann werde Teil unseres Teams und setze mit uns Impulse in der  & Embedded-Welt. Wir von der Ingenics Digital GmbH sind seit mehr 35 Jahren ein inhabergeführtes -unternehmen in Gräfelfing b. München. Unser Fokus liegt auf den Bereichen  Development und Embedded Systems. Mit unserem breiten Tech-Stack von der hardwarenahen  bis zur Web-Applikation realisieren wir Projekte vom Sensor bis in die Cloud für eine Vielzahl von Branchen. * Erfahrungen – Als Teil eines modernen und agilen Teams, welches alle Arten der Kommunikation nutzt, erarbeitest du qualitativ hochwertige  wobei für dich Docker und CI / CD keine Fremdwörter sind","Software-","Softwareentwicklungs","Software","mehr"
"[object Object]","Passt hervorragend","https://www.stepstone.de/cmp/de/reply-121954/jobs","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","https://www.stepstone.de/stellenangebote--Junior-Software-Developer-m-w-d-Logistics-Software-Muenchen-Reply--13864633-inline.html","Junior Software Developer (m/w/d) – Logistics Software","Reply","München","49.000 - 68.000 €/Jahr  (geschätzt für Vollzeit)","Englisch","","","","","|","Deutsch","vor 5 Tagen","Teilweise Home-Office","","","","","",""
"[object Object]","Passt hervorragend","https://www.stepstone.de/cmp/de/senacor-technologies-ag-47734/jobs","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","https://www.stepstone.de/stellenangebote--Junior-Java-Developer-m-w-d-Berlin-Bonn-Frankfurt-Hamburg-Muenchen-Nuernberg-Wien-Senacor-Technologies-AG--7785663-inline.html","Junior Java Developer (m/w/d)","Senacor Technologies AG","Berlin, Bonn, Frankfurt, Hamburg,  München, Nürnberg, Wien","53.000 - 67.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","","Deutsch","vor 1 Tag","","","","","","",""
"[object Object]","Passt hervorragend","https://www.stepstone.de/cmp/de/check24-112642/jobs","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","https://www.stepstone.de/stellenangebote--Junior-Fullstack-Entwickler-m-w-d-Java-React-InsurTech-Team-KFZ-Muenchen-CHECK24--13941507-inline.html","Junior Fullstack Entwickler (m/w/d) Java / React, InsurTech Team KFZ","CHECK24","München","50.000 - 70.000 €/Jahr  (geschätzt für Vollzeit)","Informatik","|","TypeScript","|","Kommunikation","|","Deutsch","vor 4 Tagen","Teilweise Home-Office","","","","","",""
"[object Object]","Passt hervorragend","https://www.stepstone.de/cmp/de/adesso-se-7420/jobs","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","https://www.stepstone.de/stellenangebote--Senior-Software-Engineer-Backend-API-all-genders-Berlin-Hamburg-Muenchen-Koeln-Frankfurt-Stuttgart-Leipzig-Dortmund-adesso-SE--13949360-inline.html","Senior Software Engineer Backend API (all genders)","adesso SE","Berlin, Hamburg, München, Köln, Frankfurt, Stuttgart, Leipzig, Dortmund","55.000 - 91.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","","","vor 3 Tagen","Teilweise Home-Office","Anschreiben nicht erforderlich","Du entwickelst mit Java oder .NET Backend-APIs für die Integration von Anwendungen.","Softwareentwicklung:","","","mehr"
"[object Object]","Passt hervorragend","https://www.stepstone.de/cmp/de/adesso-se-7420/jobs","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","https://www.stepstone.de/stellenangebote--Full-Stack-Engineer-all-genders-Berli-Hamburg-Muenchen-Koeln-Frankfurt-Stuttgart-Leipzig-Dortmund-Aachen-Augsburg-Bonn-adesso-SE--13949365-inline.html","Full Stack Engineer (all genders)","adesso SE","Berli, Hamburg, München, Köln, Frankfurt, Stuttgart, Leipzig, Dortmund, Aachen, Augsburg, Bonn,","51.000 - 86.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","","","vor 3 Tagen","Teilweise Home-Office","Anschreiben nicht erforderlich","Verantwortung: Du realisierst Web- und  als Full Stack  und agierst als Allround-Talent. * IT-Projekte: Du begleitest IT- und  mit deiner fundierten Expertise von Anfang bis Ende. * Berufserfahrung: Du bringst mehrjährige Berufserfahrung in der Entwicklung mit Java und/oder JavaScript sowie -Architekturen mit.","Softwareprojekte","Engineer","Softwareprojekte","mehr"
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/kassen%c3%a4rztliche-vereinigung-bayerns-kvb-19491/jobs","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","https://www.stepstone.de/stellenangebote--Anwendungsentwickler-m-w-d-Java-DevOps-Augsburg-Muenchen-Kassenaerztliche-Vereinigung-Bayerns-KVB--13672743-inline.html","Anwendungsentwickler (m/w/d) Java (DevOps)","Kassenärztliche Vereinigung Bayerns (KVB)","Augsburg, München","56.000 - 82.000 €/Jahr  (geschätzt für Vollzeit)","Informatik","|","TypeScript","","","|","DevOps Entwicklung","vor 23 Stunden","Teilweise Home-Office","","","","","",""
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/faktor-zehn-gmbh-82007/jobs","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","https://www.stepstone.de/stellenangebote--Softwareentwickler-Java-Mensch-Muenchen-Koeln-Faktor-Zehn-GmbH--13876134-inline.html","Softwareentwickler Java (Mensch*)","Faktor Zehn GmbH","München, Köln","57.000 - 78.000 €/Jahr  (geschätzt für Vollzeit)","Englisch","|","Microsoft Azure","|","Angular","|","Deutsch","vor 4 Tagen","Teilweise Home-Office","","","","","",""
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/arthrex-gmbh-3806/jobs","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","https://www.stepstone.de/stellenangebote--Web-Dev-Expert-Marketing-m-w-d-Muenchen-Arthrex-GmbH--13869433-inline.html","Web & Dev Expert - Marketing (m/w/d)","Arthrex GmbH","München","57.000 - 77.000 €/Jahr  (geschätzt für Vollzeit)","Englisch","|","Deutsch","","","|","Kommunikation","vor 5 Tagen","Teilweise Home-Office","","","","","",""
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/bmw-group-27361/jobs","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","https://www.stepstone.de/stellenangebote--Senior-Applied-AI-ML-Application-Engineer-f-m-x-Muenchen-BMW-Group--13888954-inline.html","Senior Applied AI / ML Application Engineer (f/m/x)","BMW Group","München","72.000 - 95.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","","","vor 2 Tagen","","","BMW Group * München * Feste Anstellung * Vollzeit - Artificial Intelligence and machine learning are at the cutting edge when it comes to shaping next-gen mobility in areas like automated driving. But it takes real intellectual leadership and expertise to identify and then harness the AI trends and technologies that will transform the way people travel for good. In this role, you will build, prototype, and deliver use cases that leverage edge device models. By understanding real user problems, model capabilities are translated into meaningful product experiences that make the voice and in‑car intelligence truly useful. Together with the model engineering product team, you will be a key contributor to our product: the BMW Intelligent Personal Assistant. What awaits you? * You will integrate models that run on edge devices within the infotainment domain.","","","","mehr"
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/iabg-industrieanlagen-betriebsgesellschaft-mbh-42217/jobs","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","https://www.stepstone.de/stellenangebote--Softwaretester-fuer-Applikationen-Cloud-Services-m-w-d-Ottobrunn-bei-Muenchen-IABG-Industrieanlagen-Betriebsgesellschaft-mbH--13940537-inline.html","Softwaretester für Applikationen & Cloud Services (m/w/d)","IABG Industrieanlagen - Betriebsgesellschaft mbH","Ottobrunn bei München","44.000 - 72.000 €/Jahr  (geschätzt für Vollzeit)","Informatik","|","Englisch","","","|","Deutsch","vor 4 Tagen","Teilweise Home-Office","","","","","",""
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/ingenics-digital-gmbh-115971/jobs","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","https://www.stepstone.de/stellenangebote--Senior-BSP-Entwickler-gn-Embedded-Linux-Systeme-Graefelfing-bei-Muenchen-Ingenics-Digital-GmbH--13953412-inline.html","(Senior) BSP-Entwickler (gn) Embedded Linux Systeme","Ingenics Digital GmbH","Gräfelfing bei München","60.000 - 80.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","","","vor 23 Stunden","Teilweise Home-Office","Anschreiben nicht erforderlich","leidenschaft und wenn du dich darin wiederfindest, dann werde Teil unseres Teams und setze mit uns Impulse in der  & Embedded-Welt. * Enge Zusammenarbeit – Du arbeitest eng mit internen und externen Stakeholdern aus der Hard- und  zusammen, um ganzheitliche Lösungen zu realisieren","Software-","Softwareentwicklung","","mehr"
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/tekkminds-ag-423148/jobs","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","https://www.stepstone.de/stellenangebote--Senior-Software-Engineer-Cloud-AI-Integration-m-w-d-Muenchen-TekkMinds-AG--13748644-inline.html","Senior Software Engineer – Cloud & AI Integration (m/w/d)","TekkMinds AG","München","62.000 - 83.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","","","vor 3 Tagen","Teilweise Home-Office","Schnelle Bewerbung","Zum nächstmöglichen Zeitpunkt suchen wir einen Senior  – Cloud & AI Integration (m/w/d) Wir entwickeln zukunftsweisende  die Unternehmen bei der digitalen Transformation unterstützen.","Software Engineer","Softwarelösungen,","","mehr"
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/senacor-technologies-ag-47734/jobs","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","https://www.stepstone.de/stellenangebote--Azure-Cloud-Engineer-w-m-d-Berlin-Bonn-Frankfurt-Hamburg-Muenchen-Nuernberg-Wien-Senacor-Technologies-AG--7907318-inline.html","Azure/ Cloud Engineer (w/m/d)","Senacor Technologies AG","Berlin, Bonn, Frankfurt, Hamburg, München, Nürnberg, Wien","49.000 - 75.000 €/Jahr  (geschätzt für Vollzeit)","Kommunikation","|","Deutsch","","","|","Microsoft Azure","vor 1 Tag","","","","","","",""
"[object Object]","Passt gut","https://www.stepstone.de/cmp/de/computacenter-ag-%26-co-ohg-24095/jobs","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","https://www.stepstone.de/stellenangebote--System-Engineer-w-m-d-DevOps-Muenchen-Stuttgart-Nuernberg-Frankfurt-am-Main-Ludwigshafen-am-Rhein-Computacenter-AG-Co-oHG--13820844-inline.html","System Engineer w/m/d - DevOps","Computacenter AG & Co. oHG","München; Stuttgart, Nürnberg, Frankfurt am Main, Ludwigshafen am Rhein","52.000 - 90.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","","","vor 1 Tag","Teilweise Home-Office","Anschreiben nicht erforderlich","Als unabhängiger Partner aller führenden IT-Hersteller (wie z. B. Microsoft, Apple, IBM, HP, Cisco, Intel) sind wir in allen relevanten Technologiebereichen unterwegs: von Cyber Security, Cloud und Künstlicher Intelligenz über agile -Entwicklung bis hin zu Arbeitsplatzlösungen für die Smart Factory.","Software","","","mehr"
"[object Object]","Passt weniger","https://www.stepstone.de/cmp/de/anstalt-f%c3%bcr-kommunale-datenverarbeitung-in-bayern-akdb-58375/jobs","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","https://www.stepstone.de/stellenangebote--DevOps-and-Cloud-Automation-Engineer-m-w-d-Augsburg-Bayreuth-Landshut-Muenchen-Nuernberg-Regensburg-Wuerzburg-Anstalt-fuer-Kommunale-Datenverarbeitung-in-Bayern-AKDB--13218676-inline.html","DevOps and Cloud Automation Engineer (m/w/d)","Anstalt für Kommunale Datenverarbeitung in Bayern (AKDB)","Augsburg, Bayreuth, Landshut, München, Nürnberg, Regensburg, Würzburg","55.000 - 82.000 €/Jahr  (geschätzt für Vollzeit)","Informatik","|","DevOps Entwicklung","","","|","Deutsch","vor 2 Tagen","Teilweise Home-Office","","","","","",""
"[object Object]","Passt weniger","https://www.stepstone.de/cmp/de/caiq-gmbh-315161/jobs","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","https://www.stepstone.de/stellenangebote--Account-Manager-m-w-d-Engineering-Software-CAE-SPDM-Muenchen-Ingolstadt-CAIQ-GmbH--13936593-inline.html","Account Manager (m/w/d) Engineering Software (CAE & SPDM)","CAIQ GmbH","München, Ingolstadt","60.000 - 90.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","","","vor 5 Tagen","Teilweise Home-Office","Schnelle Bewerbung","Als Spezialist für virtuelle Produktentwicklung liefern wir nicht nur umfangreiche Engineering-Services, sondern bieten auch intelligente  mit Fokus auf Simulation Process & Data Management (SPDM), Automatisierung und Engineering Collaboration für effiziente Produktentstehungsprozesse. * Verantwortung für den Vertrieb unserer innovativen, modularen  in den Bereichen Computer-Aided-Engineering (CAE), Simulation Process & Data Management (SDM) und Enterprise Collaboration * abgeschlossenes Studium der Ingenieur-, Natur- oder Wirtschaftswissenschaften oder eine vergleichbare Qualifikation mit Schwerpunkt im technischen B2B-Vertrieb von  oder Engineering-Dienstleistungen * mehrjährige Erfahrung im Vertrieb erklärungsbedürftiger  in einem technischen Umfeld","Softwareprodukte","Softwarelösungen","Softwarelösungen","mehr"
