"res-5zx6ot href","res-aogzfy","res-inoga3 href","res-1j9e5pd href","res-ewgtgq","res-ewgtgq 2","res-du9bhi","res-1bl90s9","res-7axup0","res-7lz8jh","res-7axup0 2","res-7lz8jh 5","res-7axup0 6","res-9lmmub","res-du9bhi 2","res-kjzl78","res-kjzl78 2","res-kjzl78 3","res-kjzl78 4","text-snippet-expand-button","res-1mkhkpt src","res-1jn70yv","res-kjzl78 5","res-kjzl78 6","res-kjzl78 7","res-kjzl78 8"
"","","https://www.stepstone.de/cmp/de/frey-%26-co-gmbh-413984/jobs","https://www.stepstone.de/stellenangebote--Automatisierungstechniker-in-SPS-Programmierer-m-w-d-Lenggries-Frey-Co-GmbH--13717223-inline.html","Automatisierungstechniker/in , SPS-Programmierer (m/w/d)","Frey & Co. GmbH","Lenggries","44.000 - 60.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 1 Woche","","Du verfügst über eine abgeschlossene technische Ausbildung als Mechatroniker oder  die Dir eine solide Grundlage für Deine Arbeit bietet * Du übernimmst die Verantwortung für die Optimierung und Programmierung von -Steuerungen und beschäftigst Dich mit der Erstellung von Visualisierungen * Mit Deiner Erfahrung in der -Programmierung und Deinen Kenntnissen im TIA-Portal bringst Du wertvolle technische Expertise mit * Frey & Co. GmbH * Lenggries * Feste Anstellung * Vollzeit - Schnelle Bewerbung - Frey & Co. GmbH ist ein mittelständisches Unternehmen im Maschinen- und Anlagenbau mit langjähriger Erfahrung in der Entwicklung und Fertigung komplexer Automatisierungslösungen. Wir setzen auf innovative Technologien und höchste Qualitätsstandards, um effiziente und maßgeschneiderte Systeme für unsere Kunden zu realisieren.","Automatisierungstechniker,","SPS","SPS","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","","","",""
"","","https://www.stepstone.de/cmp/de/strabag-property-and-facility-services-gmbh-294356/jobs","https://www.stepstone.de/stellenangebote--MSR-Techniker-in-m-w-d-Muenchen-STRABAG-Property-and-Facility-Services-GmbH--13933098-inline.html","MSR-Techniker:in (m/w/d)","STRABAG Property and Facility Services GmbH","München","50.000 - 69.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 6 Tagen","Teilweise Home-Office","Durchführung von Installations-, Wartungs- und Instandhaltungsarbeiten an -Anlagen * Fehlersuche und Störungsbeseitigung in -Systemen * Abgeschlossene Berufsausbildung als Elektroniker:in für Automatisierungs- oder Betriebstechnik oder eine vergleichbare Qualifikation - Weiterbildung zum  o. Meister von Vorteil * STRABAG Property and Facility Services GmbH * München * Feste Anstellung * Homeoffice möglich, Vollzeit - Sei einer der ersten Bewerber - Schnelle Bewerbung - Bei STRABAG bauen rund 86.000 Menschen an mehr als 2.400 Standorten weltweit am Fortschritt. Einzigartigkeit und individuelle Stärken kennzeichnen dabei nicht nur unsere Projekte, sondern auch jede:n Einzelne:n von uns. Ob im Hoch- und Ingenieurbau, Straßen- und Tiefbau, Brücken- und Tunnelbau, in der Baustoffproduktion, Projektentwicklung oder im Gebäudemanagement – wir denken Bauen weiter, um der innovativste und ...","MSR","MSR","Techniker","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","","","",""
"","","https://www.stepstone.de/cmp/de/diesel-technic-se-424160/jobs","https://www.stepstone.de/stellenangebote--Senior-Go-Golang-Developer-m-w-d-Kirchdorf-Diesel-Technic-SE--13842999-inline.html","Senior Go / Golang Developer (m/w/d)","Diesel Technic SE","Kirchdorf","55.000 - 70.000 €/Jahr  (geschätzt für Vollzeit)","Git","|","Englisch","|","Deutsch","vor 1 Woche","","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/idnow-gmbh-5000134/jobs","https://www.stepstone.de/stellenangebote--Senior-Software-Engineer-Java-f-m-d-Berlin-Berlin-Germany-Muenchen-Bavaria-Germany-IDnow-GmbH--13889830-inline.html","Senior Software Engineer – Java (f/m/d)","IDnow GmbH","Berlin, Berlin, Germany; München, Bavaria, Germany","43.000 - 74.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 1 Tag","Teilweise Home-Office","As a    –  you will play a key role in designing, building, and maintaining scalable, secure, and high-performance backend systems for our identity verification platform. * 5+ years of professional  development experience with a strong focus on  * Design, develop, and maintain robust  applications and microservices powering IDnow's identity verification platform. * Expertise in  EE and Spring / Spring Boot (or Play Framework). * IDnow GmbH * Berlin, Berlin, Germany; München, Bavaria, Germany * Feste Anstellung * Homeoffice möglich, Vollzeit - Introduction - IDnow is a leader in digital identity and fraud prevention in Europe with a mission to transform trust into the most powerful asset in the digital world, empowering enterprises with AI-driven, SaaS-based identity solutions that deliver scalable security, adaptive compliance, and real-time fraud prevention.","Senior","Software","Engineer","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","Java,","software","Java.","Java"
"","","https://www.stepstone.de/cmp/de/conovum-ag-419499/jobs","https://www.stepstone.de/stellenangebote--Senior-Consultant-Frontend-Cloud-Development-m-w-d-Muenchen-Rosenheim-conovum-AG--13678204-inline.html","Senior Consultant Frontend-/Cloud – Development (m/w/d)","conovum AG","München, Rosenheim","73.000 - 100.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 5 Tagen","","Du übernimmst Design, Implementierung und Weiterentwicklung anspruchsvoller ABAP und ABAP-OO Architekturen im S/4HANA Umfeld, inkl. Custom  und Framework basierten Lösungen. * conovum AG * München, Rosenheim * Feste Anstellung * Vollzeit - Schnelle Bewerbung - Als innovatives modernes IT-Consulting Unternehmen und Anbieter von hochintegrierten IT-Lösungen sind wir Experten in den Bereichen IT-Consulting, SAP-Entwicklung, Systemintegration, SAP UI5 sowie Cloud-Technologie. Unsere Software nutzen Hunderte von großen Unternehmen und internationalen Konzernen sowie Millionen von Menschen. Damit prägen wir unseren Markt. Täglich. Deine Ziele? Sind individuell wie du selbst, und den Weg dorthin bestimmst du. Mit Sicherheit. Und Perspektive. Ein hohe Kundendiversität ermöglicht dir hierbei tiefe Einblicke in unterschiedlichste Unternehmen, Prozesse und IT-Systeme. Dein Nutzen?","Developments","","","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","","","",""
"","","https://www.stepstone.de/cmp/de/bayerische-versorgungskammer-39526/jobs","https://www.stepstone.de/stellenangebote--Fullstack-Developer-Schwerpunkt-Frontend-Design-m-w-d-Muenchen-Bayerische-Versorgungskammer--13937655-inline.html","Fullstack Developer – Schwerpunkt Frontend & Design (m/w/d)","Bayerische Versorgungskammer","München","56.441 - 81.737 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 5 Tagen","Teilweise Home-Office","Sie entwickeln und testen moderne Softwarelösungen - mit Schwerpunkt auf dem  - unter Einsatz unseres etablierten Technologie- (u. a. Angular, TypeScript, Figma, JavaScript, Java, HTML/CSS, Spring Boot, Hibernate, Cloudbees Jenkins, Docker, SQL, Jira, Bitbucket und Confluence). * Bayerische Versorgungskammer * München * Feste Anstellung * Homeoffice möglich, Teilzeit, Vollzeit - Sei einer der ersten Bewerber - Wir sind ein modernes Wirtschaftsunternehmen und staatliche Oberbehörde in einem – das macht die Bayerische Versorgungskammer in ihrer Form und Ausrichtung einzigartig. Wir verbinden Sicherheit und Dynamik. Nachhaltiges Wirtschaften, langfristiges Denken und Verlässlichkeit haben schon immer unser Handeln geprägt. Das macht uns zu Deutschlands Nummer 1 unter den Altersversorgern. In Bayern hat etwa jeder fünfte Haushalt Ansprüche auf Leistungen der Bayerischen Versorgungskammer – das bedeutet für ...","Frontend","Stacks","","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","","","",""
"","","https://www.stepstone.de/cmp/de/machineering-gmbh-%26-co-kg-5031701/jobs","https://www.stepstone.de/stellenangebote--C-Softwareentwickler-Simulationssoftware-und-Digital-Twin-m-w-d-Munich-machineering-GmbH-Co-KG--13036409-inline.html","C++ Softwareentwickler Simulationssoftware und Digital Twin (m/w/d)","machineering GmbH & Co. KG","Munich","53.000 - 72.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 3 Tagen","","eine/n /in (m/w/d) Simulationssoftware * machineering GmbH & Co. KG * Munich * Feste Anstellung * Vollzeit - Schnelle Bewerbung - Machineering ist ein Hightech-Unternehmen mit Sitz in München und entwickelt seit 2009 - als Pionier auf dem Markt Simulationssoftware für mechatronische Systeme im Maschinen- und Anlagenbau. Mit unserem innovativem Tool „industrialPhysics“ verhelfen wir unseren - Kunden zur einfachen, schnellen und kostengünstigen Modellbildung für eine virtuelle - Inbetriebnahme, einen Digitalen Zwilling im Industrie 4.0 Umfeld. Wir sind am Markt - etabliert, dennoch verfügen wir noch über den gewissen Startup-Spirit: Wir sind klein, wendig und schnell, und gestalten die Zukunft der Simulation aktiv mit. Sei dabei! Zur Verstärkung unseres innovativen, tollen Teams an unserem zentralen Standort in - München suchen wir für die Weitergestaltung unserer Zukunft und unseres Produkts","Softwareentwickler","","","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","","","",""
"","","https://www.stepstone.de/cmp/de/mgm-technology-partners-gmbh-58948/jobs","https://www.stepstone.de/stellenangebote--Senior-Java-Entwickler-m-w-d-Aachen-Bamberg-Berlin-Dresden-Hamburg-Koeln-Leipzig-Muenchen-Nord-Muenchen-Sued-Nuernberg-mgm-technology-partners-GmbH--13803718-inline.html","Senior Java Entwickler (m/w/d)","mgm technology partners GmbH","Aachen, Bamberg, Berlin, Dresden, Hamburg, Köln, Leipzig, München-Nord, München-Süd, Nürnberg","60.000 - 100.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 1 Woche","Teilweise Home-Office","Sei Teil der Transformation von einem Projekt- hin zu einem hybriden Projekt- und Produkthaus als  (m/w/d) * Realisierung anspruchsvoller Anwenderapplikationen und Softwarekomponenten in  auf Basis von Spring Boot und Jakarta EE * Du kennst Dich mit gängigen Software-Entwicklungswerkzeugen und -sprachen, insbesondere  aus * mgm technology partners GmbH * Aachen, Bamberg, Berlin, Dresden, Hamburg, Köln, Leipzig, München-Nord, München-Süd, Nürnberg * Feste Anstellung * Homeoffice möglich, Vollzeit - Schnelle Bewerbung - Bei mgm entwickeln wir seit über drei Jahrzehnten komplexe Enterprise-Softwarelösungen und setzen mit unserer Low Code Plattform A12 auf modellgetriebene Softwareentwicklung. Auf Basis unserer Technologie entwickeln wir kontinuierlich eigene Tools und Lösungen für die Branchen Retail, Insurance und Public Sector.","Senior Java Entwickler","Java","Java","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","","","",""
"","","https://www.stepstone.de/cmp/de/halvotec-gmbh-5009395/jobs","https://www.stepstone.de/stellenangebote--Team-Lead-Software-Developement-m-w-d-Raubling-Halvotec-GmbH--13884365-inline.html","Team Lead Software Developement (m/w/d)","Halvotec GmbH","Raubling","48.000 - 67.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 2 Tagen","","Mehrjährige Erfahrung in der Leitung von  - gerne als Head of Development, Engineering Manager oder  Developer. * Du kannst technische Entscheidungen klar erklären, cross-funktionale Zusammenarbeit fördern und  durch Veränderung führen. * Halvotec GmbH * Raubling * Feste Anstellung * Vollzeit - Sei einer der ersten Bewerber - Schnelle Bewerbung - Ihre Aufgaben - Wer wir sind * Du trägst die technische Gesamtverantwortung für alle Entwicklungsprozesse sowie die Qualität, Effizienz und Prozesssicherheit unserer Produkte und Releases. * Du definierst unsere Produktarchitektur und stellst sicher, dass unser Portfolio technologisch modern, skalierbar und zukunftssicher bleibt. * Du sorgst dafür, dass Sprint-Ziele zuverlässig erreicht werden und schaffst Strukturen, die effizientes Arbeiten ermöglichen. * Gemeinsam mit dem Product Management bewertest du technische Machbarkeit, triffst ...","Softwareentwicklungsteams","Lead","Teams","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","","","",""
"","","https://www.stepstone.de/cmp/de/computacenter-ag-%26-co-ohg-24095/jobs","https://www.stepstone.de/stellenangebote--Senior-IT-Projektmanager-w-m-d-International-Presales-Muenchen-Duesseldorf-Stuttgart-Berlin-Frankfurt-Ludwigshafen-Hannover-Hamburg-Computacenter-AG-Co-oHG--13808514-inline.html","Senior IT Projektmanager w/m/d International Presales","Computacenter AG & Co. oHG","München, Düsseldorf, Stuttgart, Berlin, Frankfurt, Ludwigshafen, Hannover, Hamburg","66.000 - 97.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 4 Tagen","Teilweise Home-Office","Als  w/m/d   gestaltest Du  Geschäftschancen aktiv mit. Computacenter ist ein  -Unternehmen mit einer mehr als 40-jährigen Erfolgsgeschichte. * Du bringst nachweisbare Erfahrung im  und Projektmanagement mit - idealerweise in komplexen,  Umgebungen. Allein in Deutschland bringen rund 7.000 Menschen die digitale Transformation voran: Sie entwickeln -Strategien, implementieren neue Technologien oder managen komplexe Infrastrukturen - für die Mehrheit der DAX-Unternehmen ebenso wie für große öffentliche Auftraggeber. Als unabhängiger Partner aller führenden -Hersteller (wie z. B. Microsoft, Apple, IBM, HP, Cisco, Intel) sind wir in allen relevanten Technologiebereichen unterwegs: von Cyber Security, Cloud und Künstlicher Intelligenz über agile Software-Entwicklung bis ...","Senior IT Projektmanager","International","Presales","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Anschreiben nicht erforderlich","internationale","internationales","IT","Presales"
"","","https://www.stepstone.de/cmp/de/cms-hasche-sigle-partnerschaft-mbb-93153/jobs","https://www.stepstone.de/stellenangebote--Senior-Legal-Engineer-im-AI-Adoption-Team-Berlin-Duesseldorf-Frankfurt-Hamburg-Koeln-Leipzig-Muenchen-Stuttgart-CMS-Hasche-Sigle-Partnerschaft-mbB--13180714-inline.html","(Senior) Legal Engineer im AI Adoption Team","CMS Hasche Sigle Partnerschaft mbB","Berlin, Düsseldorf, Frankfurt, Hamburg, Köln, Leipzig, München, Stuttgart","52.000 - 70.000 €/Jahr  (geschätzt für Vollzeit)","Prompt Engineering","","","|","Kommunikation","vor 1 Woche","Teilweise Home-Office","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/senacor-technologies-ag-47734/jobs","https://www.stepstone.de/stellenangebote--Senior-IT-Beraterin-m-w-d-Berlin-Bonn-Hamburg-Frankfurt-Muenchen-Nuernberg-Wien-Senacor-Technologies-AG--10182103-inline.html","Senior IT Beraterin (m/w/d)","Senacor Technologies AG","Berlin, Bonn, Hamburg, Frankfurt, München, Nürnberg, Wien","55.000 - 87.000 €/Jahr  (geschätzt für Vollzeit)","","","","","Deutsch","vor 13 Stunden","Teilweise Home-Office","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/vodafone-gmbh-1158/jobs","https://www.stepstone.de/stellenangebote--Expert-DevSecOps-DXL-m-w-d-Duesseldorf-Unterfoehring-Vodafone-GmbH--13914161-inline.html","Expert DevSecOps DXL (m/w/d)","Vodafone GmbH","Düsseldorf, Unterföhring","57.000 - 81.000 €/Jahr  (geschätzt für Vollzeit)","Informatik","|","Microsoft Azure","|","Git","vor 1 Woche","Teilweise Home-Office","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
"","","https://www.stepstone.de/cmp/de/k%c3%b6ster-gmbh-97325/jobs","https://www.stepstone.de/stellenangebote--Bauingenieur-als-Kalkulator-m-w-d-im-Hochbau-Augsburg-Koester-GmbH--13747887-inline.html","Bauingenieur als Kalkulator (m/w/d) im Hochbau","Köster GmbH","Augsburg","48.000 - 65.000 €/Jahr  (geschätzt für Vollzeit)","","","","","","vor 2 Tagen","","Du hast ein Studium im Bereich  oder Architektur bzw. eine vergleichbare Ausbildung erfolgreich abgeschlossen * Köster GmbH * Augsburg * Feste Anstellung * Vollzeit - Sei einer der ersten Bewerber - Anschreiben nicht erforderlich - Schnelle Bewerbung - Über uns - Wir sind eins der deutschlandweit führenden Bauunternehmen im Hoch- und Tiefbau. Was uns als Familienunternehmen ausmacht, ist unser hoher Leistungsanspruch. Bei uns geben über 2.000 Mitarbeitende täglich ihr Bestes, um uns, unsere Kunden und die Branche nach vorn zu bringen. Wenn du gemeinsam mit uns wachsen, zu den Besten deiner Branche gehören und die Zukunft des Bauens möglich machen willst, dann kannst du Köster – und im Gegenzug eine ganze Menge von uns erwarten. Komm zu uns ins Team! Deine Aufgaben * Du übernimmst die Angebotsbearbeitung und Kalkulation von Rohbau und/oder Schlüsselfertigbauprojekten unter Einbeziehung interner ...","Bauingenieurwesen","","","mehr","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","Schnelle Bewerbung","","","",""
"","","https://www.stepstone.de/cmp/de/cancom-se-98723/jobs","https://www.stepstone.de/stellenangebote--Senior-ServiceNow-Solution-Architect-m-w-d-Berlin-Dresden-Frankfurt-am-Main-Hamburg-Hannover-Muenchen-Nuernberg-Stuttgart-CANCOM-SE--13639123-inline.html","(Senior) ServiceNow Solution Architect (m/w/d)","CANCOM SE","Berlin, Dresden, Frankfurt am Main, Hamburg, Hannover, München, Nürnberg, Stuttgart","62.000 - 101.000 €/Jahr  (geschätzt für Vollzeit)","Informatik","|","Englisch","|","Kommunikation","vor 2 Wochen","Teilweise Home-Office","","","","","","data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==","","","","",""
